document_id,url,event_id,predicted_action_type,predicted_legal_stage,count_min,count_max,count_qualifier,evidence_start,evidence_end,evidence_text,confidence,selection_reason,is_true_positive_gold,corrected_action_type_gold,corrected_legal_stage_gold,corrected_count_min_gold,corrected_count_max_gold,corrected_count_qualifier_gold,reviewer,reviewer_notes
127e0ccbbb15b6d2bc45,https://www.ice.gov/news/releases/ices-287g-partnership-oklahoma-highway-patrol-nets-120-illegal-alien-arrests-91,127e0ccbbb15b6d2bc45:event:0006,removal,agency_claim,,,,3052,3246,"Total arrested - 27 Illegally entered (no prior immigration record) - 17 Prior deportation - 9 6 of the 9 have been deported 2 or more times Initially denied an entry visa, entered illegally – 1",0.72,contains_table,,,,,,,,
127e0ccbbb15b6d2bc45,https://www.ice.gov/news/releases/ices-287g-partnership-oklahoma-highway-patrol-nets-120-illegal-alien-arrests-91,127e0ccbbb15b6d2bc45:event:0007,removal,agency_claim,,,,3300,3367,Prior deportation - 9 6 of the 9 have been deported 2 or more times,0.72,contains_table,,,,,,,,
127e0ccbbb15b6d2bc45,https://www.ice.gov/news/releases/ices-287g-partnership-oklahoma-highway-patrol-nets-120-illegal-alien-arrests-91,127e0ccbbb15b6d2bc45:event:0008,removal,agency_claim,,,,3368,3413,6 of the 9 have been deported 2 or more times,0.72,contains_table,,,,,,,,
127e0ccbbb15b6d2bc45,https://www.ice.gov/news/releases/ices-287g-partnership-oklahoma-highway-patrol-nets-120-illegal-alien-arrests-91,127e0ccbbb15b6d2bc45:event:0009,arrest,agency_claim,,,,3468,3519,Illegal aliens arrested from nearby marijuana grow:,0.72,contains_table,,,,,,,,
127e0ccbbb15b6d2bc45,https://www.ice.gov/news/releases/ices-287g-partnership-oklahoma-highway-patrol-nets-120-illegal-alien-arrests-91,127e0ccbbb15b6d2bc45:event:0010,arrest,agency_claim,,,,3520,3538,Total arrested - 2,0.72,contains_table,,,,,,,,
127e0ccbbb15b6d2bc45,https://www.ice.gov/news/releases/ices-287g-partnership-oklahoma-highway-patrol-nets-120-illegal-alien-arrests-91,127e0ccbbb15b6d2bc45:event:0011,arrest,agency_claim,,,,3539,3601,Countries of citizenship of the non-CDL illegal alien arrests:,0.72,contains_table,,,,,,,,
19188808896af4e3b5fd,https://www.ice.gov/news/releases/ice-investigation-leads-extradition-racketeering-charge-international-ms-13-gang,19188808896af4e3b5fd:event:0000,charge,charged,,,,1442,1721,"The investigation led to a nine-count indictment alleging that Rivera-Luna, along with six co-defendants, committed racketeering conspiracy, murder in aid of racketeering, kidnapping in aid of racketeering, assault with a deadly weapon in aid of racketeering, and other offenses.",0.72,seeded_random,,,,,,,,
19188808896af4e3b5fd,https://www.ice.gov/news/releases/ice-investigation-leads-extradition-racketeering-charge-international-ms-13-gang,19188808896af4e3b5fd:event:0001,charge,charged,,,,1722,1790,Rivera-Luna is charged only with committing racketeering conspiracy.,0.72,seeded_random,,,,,,,,
1dd1d30fc0b7d0d1a4d9,https://www.ice.gov/news/releases/ice-newark-law-enforcement-partners-arrest-illegal-alien-arrest-warrants,1dd1d30fc0b7d0d1a4d9:event:0000,arrest,agency_claim,,,,20,253,"Immigration and Customs Enforcement, with assistance from local and federal partners, apprehended Ismail Sayik, a citizen of Turkey illegally present in the United States, March 4 during a routine enforcement operation in New Jersey.",0.72,seeded_random,,,,,,,,
1dd1d30fc0b7d0d1a4d9,https://www.ice.gov/news/releases/ice-newark-law-enforcement-partners-arrest-illegal-alien-arrest-warrants,1dd1d30fc0b7d0d1a4d9:event:0001,arrest,agency_claim,,,,984,1109,"Border Patrol arrested Sayik on March 17, 2023, at or near Jacumba, California, after he illegally entered the United States.",0.72,seeded_random,,,,,,,,
1dd1d30fc0b7d0d1a4d9,https://www.ice.gov/news/releases/ice-newark-law-enforcement-partners-arrest-illegal-alien-arrest-warrants,1dd1d30fc0b7d0d1a4d9:event:0002,arrest,agency_claim,,,,1406,1543,"Personnel with ICE Newark arrested Sayik in Sunnyside, New York, on March 4, and detained him in ICE custody pending removal proceedings.",0.72,seeded_random,,,,,,,,
1dd1d30fc0b7d0d1a4d9,https://www.ice.gov/news/releases/ice-newark-law-enforcement-partners-arrest-illegal-alien-arrest-warrants,1dd1d30fc0b7d0d1a4d9:event:0003,detention,agency_claim,,,,1406,1543,"Personnel with ICE Newark arrested Sayik in Sunnyside, New York, on March 4, and detained him in ICE custody pending removal proceedings.",0.72,seeded_random,,,,,,,,
231ff3d752e0d8a0f88b,https://www.ice.gov/news/releases/ice-aids-investigation-leading-conviction-3-ms-13-gang-members,231ff3d752e0d8a0f88b:event:0000,conviction,convicted,,,,265,689,"Wilson Arturo Constanza-Galdomez, also known as Humilde and Marco Saravia, 26, of El Salvador; Edis Omar Valenzuela-Rodriguez, also known as Little Felon, 24, of Honduras; and Jonathan Pesquera-Puerto, also known as Truney, 24, of Honduras, were convicted by a federal jury Sept. 19 for conspiracy to participate in a racketeering enterprise involving murders and attempted murders, as well as murder in aid of racketeering.",0.72,seeded_random,,,,,,,,
2ecac70a82f3da5951ae,https://www.ice.gov/news/releases/former-city-commissioner-west-covina-california-sentenced-child-exploitation,2ecac70a82f3da5951ae:event:0000,sentence,sentenced,,,,0,308,"LOS ANGELES – An official in a position of public trust was sentenced on March 17 in the Central District of California to 151 months, lifetime supervision and paying victim restitution for violations, including the possession, distribution, and receipt of child sexual abuse material, following a joint U.S.",0.72,seeded_random,,,,,,,,
347b467fcd873a1418b5,https://www.ice.gov/news/releases/8-venezuelan-illegal-aliens-ties-tren-da-aragua-are-charged-transnational-commercial,347b467fcd873a1418b5:event:0000,charge,charged,,,,19,370,"Immigration Customs and Enforcement investigation with the Tennessee Bureau of Investigation led to a four-count indictment which was unsealed in the Middle District of Tennessee charging eight defendants, with ties to the Tren da Aragua (TdA) gang, with various offenses stemming from their involvement with a transnational commercial sex enterprise.",0.72,multi_topic,,,,,,,,
347b467fcd873a1418b5,https://www.ice.gov/news/releases/8-venezuelan-illegal-aliens-ties-tren-da-aragua-are-charged-transnational-commercial,347b467fcd873a1418b5:event:0001,charge,charged,,,,1366,1608,"The defendants facilitated the victims’ arrival into the United States and used online commercial sex websites to post advertisements and internet or cellular communications to conduct illicit criminal activities, according to the indictment.",0.72,multi_topic,,,,,,,,
347b467fcd873a1418b5,https://www.ice.gov/news/releases/8-venezuelan-illegal-aliens-ties-tren-da-aragua-are-charged-transnational-commercial,347b467fcd873a1418b5:event:0002,charge,charged,,,,1609,1770,"“This indictment demonstrates our commitment to stop human trafficking whenever and wherever we find it, and to hold those involved accountable” said acting U.S.",0.72,multi_topic,,,,,,,,
347b467fcd873a1418b5,https://www.ice.gov/news/releases/8-venezuelan-illegal-aliens-ties-tren-da-aragua-are-charged-transnational-commercial,347b467fcd873a1418b5:event:0003,charge,charged,,,,2516,2905,"A grand jury in the Middle District of Tennessee previously returned the four-count indictment charging all eight defendants for roles in facilitating the recruiting of young women from impoverished parts of Venezuela and other South and Central American countries, and their transportation across the U.S. southern border and state lines to engage in commercial sex in the Nashville area.",0.72,multi_topic,,,,,,,,
347b467fcd873a1418b5,https://www.ice.gov/news/releases/8-venezuelan-illegal-aliens-ties-tren-da-aragua-are-charged-transnational-commercial,347b467fcd873a1418b5:event:0004,charge,charged,,,,2906,3321,"Three of the defendants, Yilibeth del Carmen Rivero-De Caldera, Kleiver Daniel Mota-Rivero, and Yuribetzi Del Valle Gomez Machuca, are additionally charged with sex trafficking conspiracy for conspiring to use force, fraud, and coercion to compel the women into engaging in commercial sex acts for the defendants’ profit that include invoking alleged ties to the Venezuelan gang TdA and its reputation for violence.",0.72,multi_topic,,,,,,,,
347b467fcd873a1418b5,https://www.ice.gov/news/releases/8-venezuelan-illegal-aliens-ties-tren-da-aragua-are-charged-transnational-commercial,347b467fcd873a1418b5:event:0005,charge,charged,,,,3322,3452,The indictment further charges defendant Kleiver Daniel Mota-Rivero with one count of possession of a firearm by an illegal alien.,0.72,multi_topic,,,,,,,,
347b467fcd873a1418b5,https://www.ice.gov/news/releases/8-venezuelan-illegal-aliens-ties-tren-da-aragua-are-charged-transnational-commercial,347b467fcd873a1418b5:event:0006,charge,charged,,,,3453,3697,Mother and son defendants Rivero-De Caldera and Mota-Rivero are charged with conspiring to impose a coercive debt scheme upon the victims to compel them to continue engaging in commercial sex acts until the defendants deemed their debts repaid.,0.72,multi_topic,,,,,,,,
347b467fcd873a1418b5,https://www.ice.gov/news/releases/8-venezuelan-illegal-aliens-ties-tren-da-aragua-are-charged-transnational-commercial,347b467fcd873a1418b5:event:0007,arrest,agency_claim,,,,3698,3824,Defendants Rivero-De Caldera and Mota-Rivero previously were arrested and detained on state charges relating to their conduct.,0.72,multi_topic,,,,,,,,
347b467fcd873a1418b5,https://www.ice.gov/news/releases/8-venezuelan-illegal-aliens-ties-tren-da-aragua-are-charged-transnational-commercial,347b467fcd873a1418b5:event:0008,detention,agency_claim,,,,3698,3824,Defendants Rivero-De Caldera and Mota-Rivero previously were arrested and detained on state charges relating to their conduct.,0.72,multi_topic,,,,,,,,
347b467fcd873a1418b5,https://www.ice.gov/news/releases/8-venezuelan-illegal-aliens-ties-tren-da-aragua-are-charged-transnational-commercial,347b467fcd873a1418b5:event:0009,conviction,convicted,,,,3825,3934,The defendants face a maximum penalty of life in prison if convicted of conspiracy to commit sex trafficking.,0.72,multi_topic,,,,,,,,
347b467fcd873a1418b5,https://www.ice.gov/news/releases/8-venezuelan-illegal-aliens-ties-tren-da-aragua-are-charged-transnational-commercial,347b467fcd873a1418b5:event:0010,conviction,convicted,,,,4221,4344,Mota-Rivero also faces a maximum penalty of 15 years in prison if convicted of possession of a firearm by an illegal alien.,0.72,multi_topic,,,,,,,,
35efd1da98de3e686efa,https://www.ice.gov/news/releases/panama-express-strike-force-interdicts-nearly-510-million-illegal-narcotics-eastern,35efd1da98de3e686efa:event:0000,transfer,agency_claim,,,,724,874,This patrol resulted in 11 interdictions and the detainment of 34 suspected narco-traffickers who were transferred ashore to face federal prosecution.,0.72,multi_topic,,,,,,,,
35efd1da98de3e686efa,https://www.ice.gov/news/releases/panama-express-strike-force-interdicts-nearly-510-million-illegal-narcotics-eastern,35efd1da98de3e686efa:event:0001,arrest,agency_claim,,,,2388,2517,"The cutter’s boarding team interdicted the vessel, apprehended three suspected smugglers and seized over 2,025 pounds of cocaine.",0.72,multi_topic,,,,,,,,
35efd1da98de3e686efa,https://www.ice.gov/news/releases/panama-express-strike-force-interdicts-nearly-510-million-illegal-narcotics-eastern,35efd1da98de3e686efa:event:0002,arrest,agency_claim,,,,2676,2972,"James simultaneously intercepted the three go-fast vessels, with the help from a drone and Coast Guard Helicopter Interdiction Tactical Squadron (HITRON) aircrew, James’ boarding teams interdicted the vessels, apprehended nine suspected narco-traffickers and seized over 13,960 pounds of cocaine.",0.72,multi_topic,,,,,,,,
35efd1da98de3e686efa,https://www.ice.gov/news/releases/panama-express-strike-force-interdicts-nearly-510-million-illegal-narcotics-eastern,35efd1da98de3e686efa:event:0003,arrest,agency_claim,,,,3154,3368,"James’ embarked HITRON employed airborne use of force tactics to compel the non-compliant vessel to stop, and the boarding team apprehended three suspected narco-traffickers and seized over 8,240 pounds of cocaine.",0.72,multi_topic,,,,,,,,
35efd1da98de3e686efa,https://www.ice.gov/news/releases/panama-express-strike-force-interdicts-nearly-510-million-illegal-narcotics-eastern,35efd1da98de3e686efa:event:0004,arrest,agency_claim,,,,3537,3723,"James’ boat crew and Coast Guard Cutter Stone’s helicopter aircrews interdicted the go-fast vessel, apprehended three suspected narco-traffickers and seized over 3,385 pounds of cocaine.",0.72,multi_topic,,,,,,,,
35efd1da98de3e686efa,https://www.ice.gov/news/releases/panama-express-strike-force-interdicts-nearly-510-million-illegal-narcotics-eastern,35efd1da98de3e686efa:event:0005,arrest,agency_claim,,,,4068,4218,"James’ boarding teams interdicted the go-fast vessel and apprehended three suspected narco-traffickers, seizing approximately 5,950 pounds of cocaine.",0.72,multi_topic,,,,,,,,
35efd1da98de3e686efa,https://www.ice.gov/news/releases/panama-express-strike-force-interdicts-nearly-510-million-illegal-narcotics-eastern,35efd1da98de3e686efa:event:0006,arrest,agency_claim,,,,4342,4520,"James’ boarding team employed surface use of force tactics to interdict the go-fast vessel, apprehended three suspected narco-traffickers and seized over 3,870 pounds of cocaine.",0.72,multi_topic,,,,,,,,
35efd1da98de3e686efa,https://www.ice.gov/news/releases/panama-express-strike-force-interdicts-nearly-510-million-illegal-narcotics-eastern,35efd1da98de3e686efa:event:0007,arrest,agency_claim,,,,4628,4759,"James’ boarding team interdicted the vessel, apprehended three suspected narco-traffickers and seized over 3,630 pounds of cocaine.",0.72,multi_topic,,,,,,,,
35efd1da98de3e686efa,https://www.ice.gov/news/releases/panama-express-strike-force-interdicts-nearly-510-million-illegal-narcotics-eastern,35efd1da98de3e686efa:event:0008,arrest,agency_claim,,,,4860,4993,"James’ boarding team interdicted the vessel, apprehended three suspected narco-traffickers and seized nearly 3,490 pounds of cocaine.",0.72,multi_topic,,,,,,,,
35efd1da98de3e686efa,https://www.ice.gov/news/releases/panama-express-strike-force-interdicts-nearly-510-million-illegal-narcotics-eastern,35efd1da98de3e686efa:event:0009,arrest,agency_claim,,,,5216,5350,"James’ boarding team interdicted the vessel, apprehended four suspected narco-traffickers and seized nearly 3,880 pounds of marijuana.",0.72,multi_topic,,,,,,,,
5207e20be79eb22e8fb1,https://www.ice.gov/news/releases/ice-boston-arrests-illegal-fugitive-wanted-aggravated-homicide-el-salvador,5207e20be79eb22e8fb1:event:0000,arrest,agency_claim,,,,22,244,"Immigration and Customs Enforcement apprehended an illegally present 41-year-old Salvadoran fugitive wanted in his home country for aggravated homicide when officers arrested the fugitive Jan. 22 in Everett, Massachusetts.",0.72,seeded_random,,,,,,,,
5207e20be79eb22e8fb1,https://www.ice.gov/news/releases/ice-boston-arrests-illegal-fugitive-wanted-aggravated-homicide-el-salvador,5207e20be79eb22e8fb1:event:0001,arrest,agency_claim,,,,22,244,"Immigration and Customs Enforcement apprehended an illegally present 41-year-old Salvadoran fugitive wanted in his home country for aggravated homicide when officers arrested the fugitive Jan. 22 in Everett, Massachusetts.",0.72,seeded_random,,,,,,,,
56119ff5c0ad6145885b,https://www.ice.gov/news/releases/ocala-man-sentenced-15-years-attempting-meet-minor-sexual-activity,56119ff5c0ad6145885b:event:0000,sentence,sentenced,,,,0,264,"OCALA, Fla. — A Florida man has been sentenced to 15 years in federal prison, followed by a life term of supervised release, for attempting to entice a minor to engage in sexual activity following an investigation by Homeland Security Investigations (HSI) Orlando.",0.72,seeded_random,,,,,,,,
56119ff5c0ad6145885b,https://www.ice.gov/news/releases/ocala-man-sentenced-15-years-attempting-meet-minor-sexual-activity,56119ff5c0ad6145885b:event:0001,arrest,agency_claim,,,,1467,1710,"He also asked, “[W]ill you tell my friend your 18[?] I really don’t want her to know your real age.” When Miller subsequently drove to a predetermined location with his friend to meet with the minor for sex, he was arrested by law enforcement.",0.72,seeded_random,,,,,,,,
5997b7befbc27dbde5c6,https://www.ice.gov/news/releases/criminal-illegal-alien-sentenced-nearly-20-years-leading-cartel-linked-drug,5997b7befbc27dbde5c6:event:0000,sentence,sentenced,,,,0,295,"CORPUS CHRISTI, Texas — A criminal illegal alien from Mexico who led a transnational drug trafficking organization tied to Cartel La Familia Michoacana has been sentenced to 19 years and six months in federal prison following an investigation conducted by ICE’s Homeland Security Investigations.",0.72,multi_topic,,,,,,,,
5997b7befbc27dbde5c6,https://www.ice.gov/news/releases/criminal-illegal-alien-sentenced-nearly-20-years-leading-cartel-linked-drug,5997b7befbc27dbde5c6:event:0001,sentence,sentenced,,,,296,385,"Baldemar Navarro-Jaimes, 36, illegally residing in Houston, was sentenced Feb. 18 by U.S.",0.72,multi_topic,,,,,,,,
5997b7befbc27dbde5c6,https://www.ice.gov/news/releases/criminal-illegal-alien-sentenced-nearly-20-years-leading-cartel-linked-drug,5997b7befbc27dbde5c6:event:0002,conviction,convicted,,,,514,621,"Navarro-Jaimes pleaded guilty July 1, 2025, to conspiracy to distribute five kilograms or more of cocaine .",0.72,multi_topic,,,,,,,,
5997b7befbc27dbde5c6,https://www.ice.gov/news/releases/criminal-illegal-alien-sentenced-nearly-20-years-leading-cartel-linked-drug,5997b7befbc27dbde5c6:event:0003,sentence,sentenced,,,,1093,1364,"The sentencing is the result of an HSI Corpus Christi-led Homeland Security Task Force and Smuggling and Corruption investigation known as Operation EEYORE , which targeted a criminal network operating under the direction of cartel leadership based in Michoacán, Mexico .",0.72,multi_topic,,,,,,,,
5997b7befbc27dbde5c6,https://www.ice.gov/news/releases/criminal-illegal-alien-sentenced-nearly-20-years-leading-cartel-linked-drug,5997b7befbc27dbde5c6:event:0004,charge,charged,,,,2433,2698,"The broader investigation began in April 2023 following a traffic stop in the Southern District of Texas and led to the indictment of multiple individuals for violations including drug trafficking, firearms trafficking, bulk cash smuggling and immigration offenses.",0.72,multi_topic,,,,,,,,
6fb6db5bea5823abf54b,https://www.ice.gov/news/releases/ice-federal-partners-arrest-illegal-honduran-national-charged-incest-sex-crimes,6fb6db5bea5823abf54b:event:0000,arrest,agency_claim,,,,159,403,Department of State’s Diplomatic Security Service and Virginia State Police arrested an illegally present Honduran national charged with incest with a 13 to 17-year-old child and aggravated sexual battery: parent with a 13 to 17-year-old child.,0.72,seeded_random,,,,,,,,
6fb6db5bea5823abf54b,https://www.ice.gov/news/releases/ice-federal-partners-arrest-illegal-honduran-national-charged-incest-sex-crimes,6fb6db5bea5823abf54b:event:0001,charge,charged,,,,159,403,Department of State’s Diplomatic Security Service and Virginia State Police arrested an illegally present Honduran national charged with incest with a 13 to 17-year-old child and aggravated sexual battery: parent with a 13 to 17-year-old child.,0.72,seeded_random,,,,,,,,
6fb6db5bea5823abf54b,https://www.ice.gov/news/releases/ice-federal-partners-arrest-illegal-honduran-national-charged-incest-sex-crimes,6fb6db5bea5823abf54b:event:0002,arrest,agency_claim,,,,404,494,"Officers and agents arrested Marvin Mateo-Alberto, 35, in Falls Church, Virginia April 10.",0.72,seeded_random,,,,,,,,
6fb6db5bea5823abf54b,https://www.ice.gov/news/releases/ice-federal-partners-arrest-illegal-honduran-national-charged-incest-sex-crimes,6fb6db5bea5823abf54b:event:0003,arrest,agency_claim,,,,999,1118,"Border Patrol arrested Mateo-Alberto after he illegally entered the United States Oct. 17, 2005, near Eagle Pass Texas.",0.72,seeded_random,,,,,,,,
6fb6db5bea5823abf54b,https://www.ice.gov/news/releases/ice-federal-partners-arrest-illegal-honduran-national-charged-incest-sex-crimes,6fb6db5bea5823abf54b:event:0004,removal,agency_claim,,,,1211,1320,"On April 5, 2006, the DOJ immigration judge ordered Mateo-Alberto removed from the United States to Honduras.",0.72,seeded_random,,,,,,,,
6fb6db5bea5823abf54b,https://www.ice.gov/news/releases/ice-federal-partners-arrest-illegal-honduran-national-charged-incest-sex-crimes,6fb6db5bea5823abf54b:event:0005,arrest,agency_claim,,,,1321,1514,Herndon Police Department officers arrested Mateo-Alberto Jan. 1 and charged him with incest with a 13 to 17-year-old child and aggravated sexual battery: parent with a 13 to 17-year-old child.,0.72,seeded_random,,,,,,,,
6fb6db5bea5823abf54b,https://www.ice.gov/news/releases/ice-federal-partners-arrest-illegal-honduran-national-charged-incest-sex-crimes,6fb6db5bea5823abf54b:event:0006,charge,charged,,,,1321,1514,Herndon Police Department officers arrested Mateo-Alberto Jan. 1 and charged him with incest with a 13 to 17-year-old child and aggravated sexual battery: parent with a 13 to 17-year-old child.,0.72,seeded_random,,,,,,,,
6fb6db5bea5823abf54b,https://www.ice.gov/news/releases/ice-federal-partners-arrest-illegal-honduran-national-charged-incest-sex-crimes,6fb6db5bea5823abf54b:event:0007,arrest,agency_claim,,,,1729,1860,"Officials with ICE Washington, D.C.; ATF Washington, D.C.; DSS Washington, D.C. and VSP arrested Mateo-Alberto in Herndon April 10.",0.72,seeded_random,,,,,,,,
780cb435f61c8500779f,https://www.ice.gov/news/releases/15-suspected-gang-members-indicted-drug-trafficking-scheme,780cb435f61c8500779f:event:0000,charge,charged,,,,0,216,HOUSTON — A 29-count indictment was unsealed May 22 following the arrest of nine individuals for their alleged roles in a drug trafficking scheme that delivered illicit narcotics using a taco truck and the U.S. mail.,0.72,multi_topic,,,,,,,,
780cb435f61c8500779f,https://www.ice.gov/news/releases/15-suspected-gang-members-indicted-drug-trafficking-scheme,780cb435f61c8500779f:event:0001,charge,charged,,,,902,992,District Court for the Southern District of Texas May 22 when the indictment was unsealed.,0.72,multi_topic,,,,,,,,
780cb435f61c8500779f,https://www.ice.gov/news/releases/15-suspected-gang-members-indicted-drug-trafficking-scheme,780cb435f61c8500779f:event:0002,charge,charged,,,,993,1124,"Also charged are Enzo Xavier Dominguez aka ‘Smiley’, 32, William Alexander Lazo aka ‘Miclo’, 21, and Alfredo Gomez aka ‘Fredo’, 26.",0.72,multi_topic,,,,,,,,
780cb435f61c8500779f,https://www.ice.gov/news/releases/15-suspected-gang-members-indicted-drug-trafficking-scheme,780cb435f61c8500779f:event:0003,arrest,agency_claim,,,,1222,1531,"Three other individuals who were allegedly involved in the scheme are considered fugitives and warrants remain outstanding for their arrests — Mexican national Jose Francisco Garcia-Martinez aka ‘Paco’, 29, Guatemalan national Marcos Rene Simaj-Guch aka Taco Man, 41, and Jose Eduardo Morales aka ‘Primo’, 22.",0.72,multi_topic,,,,,,,,
780cb435f61c8500779f,https://www.ice.gov/news/releases/15-suspected-gang-members-indicted-drug-trafficking-scheme,780cb435f61c8500779f:event:0004,conviction,convicted,,,,2397,2595,“Several of the defendants are also alleged to have used firearms in furtherance of their narcotics trafficking and illegally possessed firearms despite having previously been convicted of felonies.,0.72,multi_topic,,,,,,,,
780cb435f61c8500779f,https://www.ice.gov/news/releases/15-suspected-gang-members-indicted-drug-trafficking-scheme,780cb435f61c8500779f:event:0005,charge,charged,,,,2762,2993,"The indictment, returned under seal May 14, alleges all were members of a drug trafficking organization that distributed methamphetamine, powder cocaine, crack cocaine, heroin, oxycodone, Xanax, psylocibin mushrooms, and marijuana.",0.72,multi_topic,,,,,,,,
780cb435f61c8500779f,https://www.ice.gov/news/releases/15-suspected-gang-members-indicted-drug-trafficking-scheme,780cb435f61c8500779f:event:0006,charge,charged,,,,3412,3533,"Brewer, Alvarado, Lopez, Gomez and Ellison are further charged with firearms offenses which carry up to another 15 years.",0.72,multi_topic,,,,,,,,
780cb435f61c8500779f,https://www.ice.gov/news/releases/15-suspected-gang-members-indicted-drug-trafficking-scheme,780cb435f61c8500779f:event:0007,charge,charged,,,,3901,3972,"An indictment is a formal accusation of criminal conduct, not evidence.",0.72,multi_topic,,,,,,,,
780cb435f61c8500779f,https://www.ice.gov/news/releases/15-suspected-gang-members-indicted-drug-trafficking-scheme,780cb435f61c8500779f:event:0008,conviction,convicted,,,,3973,4050,A defendant is presumed innocent unless convicted through due process of law.,0.72,multi_topic,,,,,,,,
85a8c2d466fb86ca48a6,https://www.ice.gov/news/releases/ice-boston-arrests-5-foreign-fugitives-wanted-murder-month,85a8c2d466fb86ca48a6:event:0000,arrest,agency_claim,,,,0,115,"BURLINGTON, Mass. — In the past month, ICE Boston has arrested five fugitive illegal aliens throughout New England.",0.72,seeded_random,,,,,,,,
